Id,Label
6208,8
6209,9
6210,6
6211,1
6212,4
6213,8
6214,9
6215,0
6216,6
6217,4
6218,9
6219,5
6220,6
6221,4
6222,0
6223,3
6224,9
6225,9
6226,2
6227,8
6228,5
6229,7
6230,1
6231,0
6232,2
6233,8
6234,8
6235,3
6236,6
6237,0
6238,0
6239,0
6240,8
6241,9
6242,8
6243,0
6244,0
6245,2
6246,0
6247,9
6248,2
6249,2
6250,1
6251,9
6252,8
6253,1
6254,6
6255,2
6256,9
6257,8
6258,8
6259,6
6260,8
6261,3
6262,9
6263,1
6264,2
6265,9
6266,3
6267,6
6268,1
6269,0
6270,3
6271,7
6272,9
6273,6
6274,7
6275,2
6276,7
6277,9
6278,8
6279,0
6280,1
6281,8
6282,6
6283,2
6284,1
6285,0
6286,8
6287,0
6288,7
6289,1
6290,1
6291,8
6292,6
6293,5
6294,6
6295,7
6296,1
6297,9
6298,4
6299,2
6300,1
6301,6
6302,1
6303,6
6304,9
6305,3
6306,8
6307,9
6308,6
6309,1
6310,1
6311,6
6312,9
6313,0
6314,2
6315,9
6316,0
6317,1
6318,8
6319,9
6320,8
6321,1
6322,7
6323,8
6324,5
6325,1
6326,4
6327,1
6328,7
6329,1
6330,8
6331,4
6332,2
6333,1
6334,9
6335,7
6336,5
6337,0
6338,5
6339,0
6340,8
6341,0
6342,9
6343,3
6344,1
6345,1
6346,2
6347,5
6348,4
6349,9
6350,5
6351,2
6352,9
6353,8
6354,2
6355,5
6356,6
6357,6
6358,9
6359,6
6360,1
6361,2
6362,1
6363,9
6364,8
6365,8
6366,5
6367,8
6368,5
6369,1
6370,1
6371,3
6372,6
6373,0
6374,1
6375,6
6376,5
6377,3
6378,8
6379,8
6380,1
6381,6
6382,1
6383,5
6384,6
6385,2
6386,4
6387,6
6388,8
6389,7
6390,6
6391,5
6392,9
6393,9
6394,4
6395,7
6396,7
6397,9
6398,7
6399,2
6400,1
6401,5
6402,7
6403,8
6404,2
6405,7
6406,4
6407,3
6408,0
6409,6
6410,9
6411,6
6412,6
6413,1
6414,8
6415,7
6416,2
6417,3
6418,8
6419,6
6420,6
6421,5
6422,3
6423,1
6424,0
6425,8
6426,9
6427,2
6428,2
6429,0
6430,8
6431,5
6432,7
6433,0
6434,5
6435,8
6436,5
6437,1
6438,6
6439,7
6440,8
6441,0
6442,0
6443,9
6444,8
6445,4
6446,7
6447,9
6448,6
6449,6
6450,7
6451,1
6452,2
6453,1
6454,7
6455,1
6456,0
6457,7
6458,8
6459,2
6460,8
6461,1
6462,5
6463,9
6464,1
6465,5
6466,8
6467,0
6468,6
6469,3
6470,2
6471,1
6472,4
6473,2
6474,1
6475,8
6476,8
6477,6
6478,1
6479,6
6480,3
6481,5
6482,6
6483,8
6484,6
6485,3
6486,1
6487,6
6488,7
6489,2
6490,0
6491,4
6492,8
6493,9
6494,5
6495,3
6496,5
6497,1
6498,1
6499,6
6500,9
6501,5
6502,0
6503,6
6504,8
6505,9
6506,3
6507,6
6508,1
6509,1
6510,0
6511,9
6512,1
6513,8
6514,7
6515,4
6516,6
6517,1
6518,8
6519,6
6520,9
6521,1
6522,8
6523,4
6524,8
6525,5
6526,0
6527,1
6528,7
6529,7
6530,3
6531,6
6532,6
6533,9
6534,8
6535,9
6536,0
6537,2
6538,8
6539,0
6540,8
6541,3
6542,9
6543,0
6544,3
6545,0
6546,8
6547,8
6548,1
6549,1
6550,4
6551,1
6552,8
6553,7
6554,9
6555,7
6556,6
6557,5
6558,6
6559,8
6560,2
6561,1
6562,5
6563,9
6564,1
6565,1
6566,7
6567,1
6568,4
6569,8
6570,6
6571,1
6572,9
6573,4
6574,8
6575,0
6576,7
6577,0
6578,3
6579,9
6580,4
6581,7
6582,9
6583,9
6584,3
6585,2
6586,1
6587,1
6588,3
6589,9
6590,9
6591,5
6592,1
6593,1
6594,6
6595,1
6596,2
6597,1
6598,1
6599,9
6600,3
6601,7
6602,0
6603,3
6604,3
6605,6
6606,3
6607,9
6608,9
6609,4
6610,8
6611,4
6612,3
6613,1
6614,6
6615,9
6616,3
6617,0
6618,7
6619,9
6620,2
6621,6
6622,9
6623,1
6624,8
6625,1
6626,6
6627,0
6628,0
6629,1
6630,0
6631,2
6632,9
6633,2
6634,8
6635,2
6636,0
6637,1
6638,8
6639,2
6640,9
6641,9
6642,0
6643,7
6644,3
6645,2
6646,0
6647,6
6648,6
6649,5
6650,8
6651,0
6652,7
6653,6
6654,4
6655,8
6656,1
6657,6
6658,6
6659,5
6660,1
6661,6
6662,9
6663,3
6664,1
6665,0
6666,7
6667,8
6668,2
6669,0
6670,8
6671,2
6672,8
6673,2
6674,5
6675,9
6676,2
6677,1
6678,1
6679,2
6680,5
6681,0
6682,9
6683,5
6684,1
6685,4
6686,2
6687,7
6688,5
6689,1
6690,2
6691,4
6692,9
6693,3
6694,6
6695,6
6696,2
6697,1
6698,6
6699,9
6700,1
6701,1
6702,5
6703,1
6704,4
6705,6
6706,4
6707,9
6708,9
6709,2
6710,4
6711,1
6712,7
6713,5
6714,0
6715,6
6716,7
6717,5
6718,0
6719,0
6720,2
6721,2
6722,1
6723,4
6724,1
6725,8
6726,1
6727,4
6728,0
6729,6
6730,5
6731,7
6732,8
6733,1
6734,8
6735,1
6736,0
6737,2
6738,3
6739,5
6740,0
6741,6
6742,6
6743,7
6744,1
6745,3
6746,7
6747,2
6748,1
6749,4
6750,6
6751,5
6752,3
6753,2
6754,2
6755,2
6756,1
6757,7
6758,1
6759,0
6760,3
6761,8
6762,4
6763,1
6764,3
6765,9
6766,6
6767,1
6768,5
6769,7
6770,9
6771,3
6772,3
6773,3
6774,6
6775,1
6776,5
6777,0
6778,8
6779,9
6780,3
6781,2
6782,9
6783,6
6784,7
6785,8
6786,9
6787,6
6788,6
6789,0
6790,1
6791,6
6792,0
6793,2
6794,6
6795,5
6796,0
6797,8
6798,2
6799,9
6800,1
6801,8
6802,7
6803,1
6804,6
6805,8
6806,1
6807,2
6808,2
6809,0
6810,4
6811,7
6812,9
6813,6
6814,6
6815,7
6816,2
6817,9
6818,3
6819,4
6820,1
6821,9
6822,4
6823,8
6824,0
6825,8
6826,3
6827,1
6828,3
6829,8
6830,3
6831,8
6832,8
6833,1
6834,8
6835,7
6836,6
6837,5
6838,8
6839,8
6840,5
6841,2
6842,7
6843,8
6844,5
6845,3
6846,5
6847,0
6848,3
6849,6
6850,1
6851,3
6852,9
6853,4
6854,2
6855,6
6856,9
6857,0
6858,5
6859,5
6860,5
6861,9
6862,7
6863,5
6864,2
6865,5
6866,3
6867,9
6868,0
6869,0
6870,2
6871,7
6872,2
6873,8
6874,9
6875,9
6876,1
6877,3
6878,4
6879,3
6880,8
6881,0
6882,9
6883,1
6884,6
6885,5
6886,1
6887,2
6888,4
6889,9
6890,0
6891,6
6892,8
6893,2
6894,1
6895,8
6896,5
6897,0
6898,9
6899,1
6900,9
6901,5
6902,1
6903,8
6904,1
6905,0
6906,3
6907,5
6908,1
6909,5
6910,9
6911,6
6912,5
6913,4
6914,7
6915,1
6916,8
6917,6
6918,4
6919,3
6920,0
6921,7
6922,2
6923,5
6924,3
6925,0
6926,1
6927,7
6928,0
6929,0
6930,6
6931,6
6932,8
6933,3
6934,2
6935,1
6936,4
6937,0
6938,1
6939,6
6940,4
6941,1
6942,1
6943,2
6944,0
6945,3
6946,1
6947,1
6948,0
6949,2
6950,2
6951,1
6952,8
6953,2
6954,5
6955,4
6956,1
6957,2
6958,9
6959,3
6960,6
6961,9
6962,8
6963,5
6964,3
6965,9
6966,4
6967,7
6968,9
6969,6
6970,6
6971,3
6972,7
6973,7
6974,4
6975,6
6976,4
6977,7
6978,6
6979,7
6980,5
6981,9
6982,8
6983,4
6984,2
6985,5
6986,9
6987,0
6988,6
6989,9
6990,1
6991,1
6992,1
6993,9
6994,9
6995,3
6996,1
6997,1
6998,1
6999,5
7000,7
7001,9
7002,0
7003,9
7004,1
7005,7
7006,9
7007,2
7008,6
7009,4
7010,5
7011,4
7012,6
7013,7
7014,3
7015,8
7016,8
7017,9
7018,4
7019,1
7020,6
7021,0
7022,0
7023,8
7024,6
7025,5
7026,2
7027,0
7028,1
7029,1
7030,2
7031,8
7032,8
7033,7
7034,9
7035,8
7036,2
7037,2
7038,9
7039,8
7040,4
7041,2
7042,4
7043,5
7044,6
7045,9
7046,8
7047,7
7048,0
7049,9
7050,8
7051,3
7052,1
7053,7
7054,0
7055,0
7056,0
7057,1
7058,6
7059,1
7060,4
7061,6
7062,4
7063,7
7064,6
7065,1
7066,7
7067,3
7068,7
7069,1
7070,9
7071,1
7072,3
7073,5
7074,4
7075,0
7076,7
7077,0
7078,3
7079,8
7080,9
7081,3
7082,3
7083,3
7084,3
7085,9
7086,6
7087,2
7088,6
7089,7
7090,0
7091,1
7092,1
7093,7
7094,1
7095,8
7096,5
7097,8
7098,8
7099,2
7100,8
7101,4
7102,5
7103,6
7104,2
7105,4
7106,5
7107,9
7108,1
7109,8
7110,4
7111,8
7112,9
7113,1
7114,2
7115,2
7116,9
7117,9
7118,9
7119,8
7120,1
7121,3
7122,0
7123,8
7124,6
7125,2
7126,1
7127,0
7128,9
7129,8
7130,2
7131,0
7132,3
7133,5
7134,5
7135,8
7136,7
7137,2
7138,7
7139,3
7140,5
7141,6
7142,5
7143,0
7144,1
7145,5
7146,4
7147,7
7148,8
7149,6
7150,0
7151,6
7152,9
7153,4
7154,8
7155,3
7156,5
7157,2
7158,5
7159,3
7160,0
7161,1
7162,6
7163,2
7164,5
7165,0
7166,7
7167,1
7168,2
7169,4
7170,5
7171,2
7172,0
7173,9
7174,0
7175,1
7176,3
7177,1
7178,4
7179,1
7180,9
7181,1
7182,2
7183,3
7184,1
7185,5
7186,3
7187,5
7188,2
7189,7
7190,7
7191,0
7192,5
7193,1
7194,0
7195,3
7196,9
7197,7
7198,8
7199,8
7200,8
7201,0
7202,8
7203,1
7204,8
7205,7
7206,9
7207,7
7208,4
7209,9
7210,6
7211,6
7212,6
7213,5
7214,7
7215,3
7216,9
7217,6
7218,3
7219,8
7220,7
7221,1
7222,9
7223,9
7224,9
7225,1
7226,5
7227,8
7228,9
7229,1
7230,2
7231,5
7232,6
7233,6
7234,6
7235,6
7236,1
7237,1
7238,5
7239,0
7240,7
7241,1
7242,0
7243,8
7244,5
7245,7
7246,9
7247,1
7248,9
7249,0
7250,9
7251,8
7252,9
7253,9
7254,5
7255,3
7256,9
7257,6
7258,7
7259,9
7260,1
7261,8
7262,5
7263,9
7264,9
7265,3
7266,1
7267,5
7268,8
7269,1
7270,9
7271,8
7272,2
7273,4
7274,6
7275,5
7276,2
7277,9
7278,7
7279,0
7280,8
7281,0
7282,6
7283,8
7284,0
7285,9
7286,8
7287,1
7288,9
7289,6
7290,3
7291,7
7292,8
7293,5
7294,2
7295,9
7296,7
7297,0
7298,8
7299,3
7300,8
7301,6
7302,9
7303,7
7304,8
7305,6
7306,9
7307,2
7308,7
7309,8
7310,5
7311,1
7312,7
7313,7
7314,1
7315,8
7316,3
7317,9
7318,9
7319,4
7320,9
7321,8
7322,7
7323,6
7324,3
7325,9
7326,6
7327,9
7328,1
7329,1
7330,3
7331,0
7332,9
7333,4
7334,5
7335,5
7336,1
7337,9
7338,7
7339,1
7340,5
7341,2
7342,7
7343,9
7344,8
7345,8
7346,6
7347,9
7348,2
7349,8
7350,5
7351,6
7352,8
7353,0
7354,2
7355,8
7356,1
7357,9
7358,6
7359,0
7360,8
7361,6
7362,4
7363,1
7364,7
7365,0
7366,8
7367,1
7368,6
7369,2
7370,6
7371,5
7372,2
7373,7
7374,2
7375,1
7376,0
7377,1
7378,9
7379,3
7380,3
7381,7
7382,5
7383,1
7384,8
7385,8
7386,7
7387,6
7388,0
7389,0
7390,4
7391,9
7392,1
7393,9
7394,9
7395,9
7396,6
7397,5
7398,3
7399,9
7400,0
7401,4
7402,4
7403,1
7404,6
7405,5
7406,1
7407,8
7408,3
7409,9
7410,4
7411,6
7412,6
7413,7
7414,8
7415,6
7416,1
7417,7
7418,2
7419,8
7420,8
7421,5
7422,9
7423,1
7424,8
7425,1
7426,9
7427,8
7428,1
7429,9
7430,6
7431,6
7432,1
7433,8
7434,3
7435,8
7436,2
7437,4
7438,9
7439,7
7440,3
7441,6
7442,8
7443,8
7444,3
7445,1
7446,3
7447,4
7448,6
7449,2
7450,7
7451,8
7452,7
7453,8
7454,8
7455,4
7456,4
7457,3
7458,8
7459,8
7460,5
7461,5
7462,5
7463,1
7464,2
7465,8
7466,6
7467,2
7468,7
7469,4
7470,0
7471,2
7472,9
7473,5
7474,7
7475,5
7476,8
7477,2
7478,5
7479,1
7480,9
7481,9
7482,8
7483,3
7484,7
7485,8
7486,6
7487,5
7488,9
7489,6
7490,7
7491,1
7492,6
7493,8
7494,9
7495,9
7496,5
7497,5
7498,1
7499,3
7500,6
7501,3
7502,7
7503,6
7504,0
7505,3
7506,2
7507,2
7508,0
7509,9
7510,1
7511,6
7512,0
7513,2
7514,0
7515,6
7516,7
7517,3
7518,3
7519,4
7520,7
7521,8
7522,8
7523,9
7524,0
7525,2
7526,9
7527,1
7528,6
7529,5
7530,1
7531,0
7532,1
7533,4
7534,5
7535,2
7536,9
7537,9
7538,3
7539,3
7540,2
7541,6
7542,3
7543,6
7544,1
7545,9
7546,6
7547,1
7548,0
7549,5
7550,1
7551,5
7552,7
7553,4
7554,8
7555,6
7556,2
7557,6
7558,3
7559,8
7560,1
7561,1
7562,6
7563,2
7564,3
7565,1
7566,1
7567,6
7568,7
7569,9
7570,6
7571,4
7572,2
7573,8
7574,7
7575,2
7576,9
7577,6
7578,7
7579,2
7580,5
7581,2
7582,1
7583,1
7584,5
7585,1
7586,6
7587,7
7588,2
7589,1
7590,7
7591,0
7592,2
7593,1
7594,1
7595,2
7596,7
7597,7
7598,7
7599,9
7600,9
7601,4
7602,0
7603,8
7604,0
7605,4
7606,3
7607,6
7608,8
7609,6
7610,7
7611,0
7612,7
7613,1
7614,5
7615,6
7616,8
7617,7
7618,6
7619,3
7620,5
7621,9
7622,7
7623,0
7624,9
7625,1
7626,3
7627,0
7628,1
7629,9
7630,2
7631,8
7632,1
7633,7
7634,8
7635,0
7636,7
7637,5
7638,3
7639,3
7640,6
7641,3
7642,2
7643,9
7644,1
7645,6
7646,6
7647,3
7648,4
7649,1
7650,6
7651,6
7652,0
7653,1
7654,4
7655,1
7656,0
7657,1
7658,1
7659,8
7660,0
7661,8
7662,2
7663,4
7664,3
7665,1
7666,0
7667,8
7668,4
7669,7
7670,0
7671,1
7672,0
7673,3
7674,5
7675,3
7676,6
7677,9
7678,5
7679,1
7680,8
7681,0
7682,0
7683,7
7684,0
7685,3
7686,9
7687,1
7688,8
7689,0
7690,5
7691,0
7692,9
7693,8
7694,7
7695,6
7696,0
7697,1
7698,6
7699,7
7700,9
7701,0
7702,7
7703,6
7704,8
7705,1
7706,4
7707,3
7708,1
7709,5
7710,8
7711,0
7712,4
7713,8
7714,1
7715,4
7716,1
7717,9
7718,1
7719,2
7720,8
7721,5
7722,1
7723,1
7724,5
7725,5
7726,9
7727,2
7728,3
7729,5
7730,3
7731,1
7732,1
7733,5
7734,1
7735,6
7736,1
7737,8
7738,1
7739,0
7740,8
7741,2
7742,5
7743,9
7744,0
7745,7
7746,7
7747,3
7748,8
7749,6
7750,2
7751,2
7752,7
7753,4
7754,9
7755,1
7756,6
7757,7
7758,8
7759,1
7760,0
7761,7
7762,2
7763,7
7764,7
7765,7
7766,0
7767,5
7768,9
7769,9
7770,6
7771,7
7772,3
7773,3
7774,8
7775,1
7776,6
7777,5
7778,3
7779,1
7780,4
7781,7
7782,7
7783,3
7784,3
7785,2
7786,2
7787,9
7788,0
7789,1
7790,9
7791,0
7792,6
7793,2
7794,5
7795,8
7796,2
7797,2
7798,4
7799,7
7800,5
7801,4
7802,9
7803,6
7804,8
7805,5
7806,1
7807,6
7808,1
7809,3
7810,1
7811,3
7812,1
7813,1
7814,8
7815,9
7816,6
7817,7
7818,9
7819,6
7820,6
7821,9
7822,1
7823,8
7824,1
7825,6
7826,6
7827,1
7828,1
7829,5
7830,9
7831,5
7832,2
7833,6
7834,2
7835,8
7836,2
7837,6
7838,2
7839,0
7840,3
7841,8
7842,7
7843,3
7844,9
7845,9
7846,6
7847,1
7848,1
7849,2
7850,7
7851,0
7852,8
7853,0
7854,2
7855,8
7856,3
7857,4
7858,1
7859,8
7860,1
7861,8
7862,0
7863,0
7864,4
7865,0
7866,3
7867,8
7868,9
7869,4
7870,8
7871,0
7872,9
7873,3
7874,6
7875,5
7876,0
7877,1
7878,7
7879,4
7880,9
7881,9
7882,6
7883,7
7884,0
7885,7
7886,2
7887,8
7888,6
7889,2
7890,8
7891,8
7892,6
7893,7
7894,1
7895,6
7896,8
7897,8
7898,7
7899,4
7900,8
7901,3
7902,3
7903,6
7904,6
7905,8
7906,0
7907,7
7908,2
7909,4
7910,1
7911,9
7912,0
7913,0
7914,8
7915,3
7916,8
7917,6
7918,2
7919,4
7920,6
7921,6
7922,2
7923,4
7924,1
7925,1
7926,9
7927,8
7928,1
7929,4
7930,9
7931,1
7932,0
7933,8
7934,3
7935,6
7936,5
7937,3
7938,7
7939,5
7940,4
7941,8
7942,0
7943,6
7944,3
7945,3
7946,2
7947,7
7948,8
7949,6
7950,8
7951,8
7952,1
7953,1
7954,2
7955,1
7956,2
7957,1
7958,7
7959,0
7960,0
7961,8
7962,1
7963,2
7964,3
7965,6
7966,3
7967,0
7968,4
7969,2
7970,5
7971,1
7972,6
7973,1
7974,7
7975,5
7976,2
7977,6
7978,2
7979,1
7980,8
7981,1
7982,8
7983,6
7984,2
7985,9
7986,6
7987,6
7988,2
7989,0
7990,8
7991,1
7992,9
7993,7
7994,9
7995,2
7996,2
7997,7
7998,4
7999,1
8000,1
8001,0
8002,3
8003,0
8004,6
8005,6
8006,5
8007,1
8008,6
8009,6
8010,6
8011,7
8012,3
8013,1
8014,7
8015,6
8016,4
8017,3
8018,8
8019,3
8020,1
8021,7
8022,2
8023,3
8024,9
8025,7
8026,7
8027,8
8028,9
8029,2
8030,0
8031,7
8032,9
8033,1
8034,2
8035,0
8036,3
8037,7
8038,0
8039,6
8040,0
8041,8
8042,1
8043,1
8044,3
8045,7
8046,7
8047,7
8048,6
8049,8
8050,8
8051,9
8052,8
8053,6
8054,3
8055,1
8056,2
8057,0
8058,2
8059,7
8060,1
8061,5
8062,7
8063,2
8064,0
8065,2
8066,3
8067,1
8068,8
8069,6
8070,7
8071,9
8072,2
8073,8
8074,3
8075,6
8076,1
8077,3
8078,8
8079,7
8080,5
8081,9
8082,5
8083,6
8084,7
8085,2
8086,0
8087,3
8088,7
8089,3
8090,1
8091,8
8092,2
8093,2
8094,4
8095,0
8096,8
8097,2
8098,2
8099,7
8100,1
8101,1
8102,9
8103,2
8104,0
8105,9
8106,1
8107,3
8108,4
8109,3
8110,1
8111,7
8112,9
8113,3
8114,3
8115,1
8116,0
8117,8
8118,9
8119,9
8120,6
8121,6
8122,2
8123,8
8124,8
8125,0
8126,5
8127,2
8128,9
8129,2
8130,2
8131,6
8132,8
8133,1
8134,6
8135,0
8136,1
8137,7
8138,5
8139,7
8140,1
8141,8
8142,0
8143,4
8144,3
8145,8
8146,2
8147,9
8148,1
8149,2
8150,2
8151,3
8152,6
8153,9
8154,7
8155,2
8156,8
8157,3
8158,4
8159,9
8160,0
8161,2
8162,4
8163,2
8164,6
8165,6
8166,3
8167,9
8168,6
8169,1
8170,6
8171,8
8172,1
8173,8
8174,2
8175,8
8176,1
8177,1
8178,7
8179,5
8180,5
8181,1
8182,6
8183,6
8184,9
8185,0
8186,5
8187,8
8188,6
8189,5
8190,5
8191,3
8192,8
8193,9
8194,7
8195,4
8196,8
8197,8
8198,7
8199,3
8200,1
8201,7
8202,8
8203,1
8204,8
8205,1
8206,6
8207,0
8208,0
8209,3
8210,4
8211,8
8212,0
8213,9
8214,3
8215,1
8216,7
8217,8
8218,1
8219,8
8220,4
8221,8
8222,5
8223,4
8224,6
8225,6
8226,2
8227,5
8228,1
8229,6
8230,6
8231,6
8232,0
8233,1
8234,7
8235,6
8236,4
8237,3
8238,0
8239,8
8240,1
8241,8
8242,0
8243,7
8244,3
8245,0
8246,9
8247,8
8248,3
8249,0
8250,1
8251,7
8252,3
8253,8
8254,6
8255,6
8256,7
8257,6
8258,3
8259,2
8260,6
8261,5
8262,8
8263,2
8264,3
8265,3
8266,0
8267,0
8268,3
8269,7
8270,3
8271,1
8272,9
8273,6
8274,5
8275,3
8276,2
8277,0
8278,9
8279,0
8280,4
8281,7
8282,9
8283,4
8284,1
8285,1
8286,2
8287,0
8288,8
8289,5
8290,5
8291,7
8292,1
8293,5
8294,2
8295,5
8296,9
8297,8
8298,9
8299,0
8300,2
8301,2
8302,1
8303,8
8304,3
8305,7
8306,1
8307,1
8308,3
8309,3
8310,7
8311,4
8312,8
8313,6
8314,5
8315,2
8316,8
8317,4
8318,9
8319,2
8320,1
8321,1
8322,6
8323,3
8324,0
8325,2
8326,0
8327,3
8328,9
8329,1
8330,6
8331,8
8332,5
8333,0
8334,3
8335,9
8336,0
8337,9
8338,7
8339,5
8340,1
8341,5
8342,3
8343,2
8344,0
8345,3
8346,4
8347,3
8348,5
8349,8
8350,8
8351,8
8352,1
8353,9
8354,1
8355,8
8356,5
8357,7
8358,4
8359,1
8360,2
8361,0
8362,9
8363,4
8364,1
8365,6
8366,7
8367,7
8368,8
8369,0
8370,8
8371,4
8372,0
8373,8
8374,6
8375,6
8376,6
8377,5
8378,3
8379,1
8380,8
8381,1
8382,4
8383,7
8384,7
8385,6
8386,1
8387,7
8388,8
8389,6
8390,9
8391,8
8392,4
8393,9
8394,2
8395,6
8396,0
8397,6
8398,4
8399,6
8400,1
8401,7
8402,5
8403,4
8404,7
8405,9
8406,9
8407,6
8408,6
8409,2
8410,9
8411,0
8412,1
8413,8
8414,5
8415,2
8416,8
8417,3
8418,2
8419,7
8420,1
8421,2
8422,1
8423,5
8424,8
8425,6
8426,2
8427,5
8428,6
8429,8
8430,8
8431,8
8432,8
8433,5
8434,8
8435,9
8436,8
8437,1
8438,0
8439,8
8440,1
8441,8
8442,6
8443,1
8444,9
8445,3
8446,5
8447,8
8448,3
8449,3
8450,3
8451,9
8452,5
8453,5
8454,6
8455,9
8456,3
8457,0
8458,6
8459,0
8460,5
8461,4
8462,6
8463,0
8464,5
8465,8
8466,1
8467,1
8468,6
8469,7
8470,1
8471,9
8472,7
8473,4
8474,3
8475,1
8476,7
8477,1
8478,9
8479,5
8480,6
8481,7
8482,2
8483,0
8484,8
8485,0
8486,1
8487,9
8488,7
8489,8
8490,2
8491,1
8492,6
8493,6
8494,7
8495,5
8496,1
8497,8
8498,1
8499,3
8500,7
8501,7
8502,4
8503,4
8504,6
8505,2
8506,3
8507,4
8508,1
8509,8
8510,7
8511,5
8512,0
8513,3
8514,3
8515,7
8516,6
8517,8
8518,7
8519,8
8520,2
8521,6
8522,2
8523,9
8524,8
8525,9
8526,3
8527,0
8528,6
8529,6
8530,9
8531,8
8532,3
8533,8
8534,7
8535,9
8536,9
8537,9
8538,7
8539,7
8540,5
8541,2
8542,6
8543,7
8544,7
8545,6
8546,3
8547,1
8548,8
8549,1
8550,7
8551,8
8552,9
8553,9
8554,2
8555,3
8556,1
8557,8
8558,2
8559,9
8560,6
8561,0
8562,6
8563,6
8564,6
8565,6
8566,1
8567,4
8568,1
8569,9
8570,5
8571,3
8572,6
8573,2
8574,7
8575,3
8576,4
8577,4
8578,7
8579,8
8580,0
8581,8
8582,6
8583,9
8584,7
8585,5
8586,8
8587,9
8588,0
8589,8
8590,7
8591,5
8592,6
8593,7
8594,4
8595,9
8596,3
8597,3
8598,9
8599,3
8600,0
8601,8
8602,3
8603,7
8604,8
8605,9
8606,1
8607,0
8608,8
8609,4
8610,9
8611,7
8612,3
8613,7
8614,5
8615,5
8616,6
8617,2
8618,9
8619,3
8620,4
8621,2
8622,9
8623,8
8624,6
8625,9
8626,9
8627,1
8628,6
8629,9
8630,8
8631,8
8632,1
8633,0
8634,0
8635,8
8636,1
8637,2
8638,7
8639,1
8640,6
8641,0
8642,8
8643,7
8644,9
8645,9
8646,9
8647,7
8648,6
8649,0
8650,7
8651,2
8652,7
8653,3
8654,9
8655,0
8656,9
8657,4
8658,3
8659,0
8660,6
8661,8
8662,2
8663,9
8664,0
8665,5
8666,5
8667,8
8668,0
8669,6
8670,6
8671,0
8672,1
8673,2
8674,2
8675,0
8676,1
8677,6
8678,6
8679,9
8680,6
8681,1
8682,0
8683,4
8684,0
8685,6
8686,1
8687,8
8688,6
8689,1
8690,8
8691,9
8692,3
8693,1
8694,6
8695,6
8696,8
8697,6
8698,1
8699,6
8700,1
8701,9
8702,2
8703,8
8704,0
8705,9
8706,7
8707,5
8708,9
8709,4
8710,1
8711,2
8712,6
8713,0
8714,9
8715,5
8716,0
8717,7
8718,7
8719,9
8720,7
8721,8
8722,4
8723,8
8724,8
8725,7
8726,8
8727,6
8728,6
8729,0
8730,2
8731,8
8732,2
8733,5
8734,1
8735,6
8736,4
8737,1
8738,4
8739,9
8740,1
8741,3
8742,1
8743,9
8744,9
8745,9
8746,3
8747,9
8748,6
8749,8
8750,3
8751,8
8752,0
8753,8
8754,3
8755,1
8756,4
8757,8
8758,6
8759,4
8760,4
8761,4
8762,4
8763,3
8764,3
8765,5
8766,4
8767,6
8768,6
8769,1
8770,3
8771,2
8772,3
8773,9
8774,0
8775,6
8776,6
8777,7
8778,6
8779,1
8780,9
8781,9
8782,3
8783,8
8784,0
8785,9
8786,1
8787,6
8788,2
8789,0
8790,8
8791,1
8792,1
8793,7
8794,5
8795,1
8796,7
8797,9
